country;continent;year;lifeExp;pop;gdpPercap
Afghanistan;Asia;1952;28,80100;8425333;779,4453145
Afghanistan;Asia;1957;30,33200;9240934;820,8530296
Afghanistan;Asia;1962;31,99700;10267083;853,1007100
Afghanistan;Asia;1967;34,02000;11537966;836,1971382
Afghanistan;Asia;1972;36,08800;13079460;739,9811058
Afghanistan;Asia;1977;38,43800;14880372;786,1133600
Afghanistan;Asia;1982;39,85400;12881816;978,0114388
Afghanistan;Asia;1987;40,82200;13867957;852,3959448
Afghanistan;Asia;1992;41,67400;16317921;649,3413952
Afghanistan;Asia;1997;41,76300;22227415;635,3413510
Afghanistan;Asia;2002;42,12900;25268405;726,7340548
Afghanistan;Asia;2007;43,82800;31889923;974,5803384
Albania;Europe;1952;55,23000;1282697;1601,0561360
Albania;Europe;1957;59,28000;1476505;1942,2842440
Albania;Europe;1962;64,82000;1728137;2312,8889580
Albania;Europe;1967;66,22000;1984060;2760,1969310
Albania;Europe;1972;67,69000;2263554;3313,4221880
Albania;Europe;1977;68,93000;2509048;3533,0039100
Albania;Europe;1982;70,42000;2780097;3630,8807220
Albania;Europe;1987;72,00000;3075321;3738,9327350
Albania;Europe;1992;71,58100;3326498;2497,4379010
Albania;Europe;1997;72,95000;3428038;3193,0546040
Albania;Europe;2002;75,65100;3508512;4604,2117370
Albania;Europe;2007;76,42300;3600523;5937,0295260
Algeria;Africa;1952;43,07700;9279525;2449,0081850
Algeria;Africa;1957;45,68500;10270856;3013,9760230
Algeria;Africa;1962;48,30300;11000948;2550,8168800
Algeria;Africa;1967;51,40700;12760499;3246,9917710
Algeria;Africa;1972;54,51800;14760787;4182,6637660
Algeria;Africa;1977;58,01400;17152804;4910,4167560
Algeria;Africa;1982;61,36800;20033753;5745,1602130
Algeria;Africa;1987;65,79900;23254956;5681,3585390
Algeria;Africa;1992;67,74400;26298373;5023,2166470
Algeria;Africa;1997;69,15200;29072015;4797,2950510
Algeria;Africa;2002;70,99400;31287142;5288,0403820
Algeria;Africa;2007;72,30100;33333216;6223,3674650
Angola;Africa;1952;30,01500;4232095;3520,6102730
Angola;Africa;1957;31,99900;4561361;3827,9404650
Angola;Africa;1962;34,00000;4826015;4269,2767420
Angola;Africa;1967;35,98500;5247469;5522,7763750
Angola;Africa;1972;37,92800;5894858;5473,2880050
Angola;Africa;1977;39,48300;6162675;3008,6473550
Angola;Africa;1982;39,94200;7016384;2756,9536720
Angola;Africa;1987;39,90600;7874230;2430,2083110
Angola;Africa;1992;40,64700;8735988;2627,8456850
Angola;Africa;1997;40,96300;9875024;2277,1408840
Angola;Africa;2002;41,00300;10866106;2773,2873120
Angola;Africa;2007;42,73100;12420476;4797,2312670
Argentina;Americas;1952;62,48500;17876956;5911,3150530
Argentina;Americas;1957;64,39900;19610538;6856,8562120
Argentina;Americas;1962;65,14200;21283783;7133,1660230
Argentina;Americas;1967;65,63400;22934225;8052,9530210
Argentina;Americas;1972;67,06500;24779799;9443,0385260
Argentina;Americas;1977;68,48100;26983828;10079,0267400
Argentina;Americas;1982;69,94200;29341374;8997,8974120
Argentina;Americas;1987;70,77400;31620918;9139,6713890
Argentina;Americas;1992;71,86800;33958947;9308,4187100
Argentina;Americas;1997;73,27500;36203463;10967,2819500
Argentina;Americas;2002;74,34000;38331121;8797,6407160
Argentina;Americas;2007;75,32000;40301927;12779,3796400
Australia;Oceania;1952;69,12000;8691212;10039,5956400
Australia;Oceania;1957;70,33000;9712569;10949,6495900
Australia;Oceania;1962;70,93000;10794968;12217,2268600
Australia;Oceania;1967;71,10000;11872264;14526,1246500
Australia;Oceania;1972;71,93000;13177000;16788,6294800
Australia;Oceania;1977;73,49000;14074100;18334,1975100
Australia;Oceania;1982;74,74000;15184200;19477,0092800
Australia;Oceania;1987;76,32000;16257249;21888,8890300
Australia;Oceania;1992;77,56000;17481977;23424,7668300
Australia;Oceania;1997;78,83000;18565243;26997,9365700
Australia;Oceania;2002;80,37000;19546792;30687,7547300
Australia;Oceania;2007;81,23500;20434176;34435,3674400
Austria;Europe;1952;66,80000;6927772;6137,0764920
Austria;Europe;1957;67,48000;6965860;8842,5980300
Austria;Europe;1962;69,54000;7129864;10750,7211100
Austria;Europe;1967;70,14000;7376998;12834,6024000
Austria;Europe;1972;70,63000;7544201;16661,6256000
Austria;Europe;1977;72,17000;7568430;19749,4223000
Austria;Europe;1982;73,18000;7574613;21597,0836200
Austria;Europe;1987;74,94000;7578903;23687,8260700
Austria;Europe;1992;76,04000;7914969;27042,0186800
Austria;Europe;1997;77,51000;8069876;29095,9206600
Austria;Europe;2002;78,98000;8148312;32417,6076900
Austria;Europe;2007;79,82900;8199783;36126,4927000
Bahrain;Asia;1952;50,93900;120447;9867,0847650
Bahrain;Asia;1957;53,83200;138655;11635,7994500
Bahrain;Asia;1962;56,92300;171863;12753,2751400
Bahrain;Asia;1967;59,92300;202182;14804,6727000
Bahrain;Asia;1972;63,30000;230800;18268,6583900
Bahrain;Asia;1977;65,59300;297410;19340,1019600
Bahrain;Asia;1982;69,05200;377967;19211,1473100
Bahrain;Asia;1987;70,75000;454612;18524,0240600
Bahrain;Asia;1992;72,60100;529491;19035,5791700
Bahrain;Asia;1997;73,92500;598561;20292,0167900
Bahrain;Asia;2002;74,79500;656397;23403,5592700
Bahrain;Asia;2007;75,63500;708573;29796,0483400
Bangladesh;Asia;1952;37,48400;46886859;684,2441716
Bangladesh;Asia;1957;39,34800;51365468;661,6374577
Bangladesh;Asia;1962;41,21600;56839289;686,3415538
Bangladesh;Asia;1967;43,45300;62821884;721,1860862
Bangladesh;Asia;1972;45,25200;70759295;630,2336265
Bangladesh;Asia;1977;46,92300;80428306;659,8772322
Bangladesh;Asia;1982;50,00900;93074406;676,9818656
Bangladesh;Asia;1987;52,81900;103764241;751,9794035
Bangladesh;Asia;1992;56,01800;113704579;837,8101643
Bangladesh;Asia;1997;59,41200;123315288;972,7700352
Bangladesh;Asia;2002;62,01300;135656790;1136,3904300
Bangladesh;Asia;2007;64,06200;150448339;1391,2537920
Belgium;Europe;1952;68,00000;8730405;8343,1051270
Belgium;Europe;1957;69,24000;8989111;9714,9606230
Belgium;Europe;1962;70,25000;9218400;10991,2067600
Belgium;Europe;1967;70,94000;9556500;13149,0411900
Belgium;Europe;1972;71,44000;9709100;16672,1435600
Belgium;Europe;1977;72,80000;9821800;19117,9744800
Belgium;Europe;1982;73,93000;9856303;20979,8458900
Belgium;Europe;1987;75,35000;9870200;22525,5630800
Belgium;Europe;1992;76,46000;10045622;25575,5706900
Belgium;Europe;1997;77,53000;10199787;27561,1966300
Belgium;Europe;2002;78,32000;10311970;30485,8837500
Belgium;Europe;2007;79,44100;10392226;33692,6050800
Benin;Africa;1952;38,22300;1738315;1062,7522000
Benin;Africa;1957;40,35800;1925173;959,6010805
Benin;Africa;1962;42,61800;2151895;949,4990641
Benin;Africa;1967;44,88500;2427334;1035,8314110
Benin;Africa;1972;47,01400;2761407;1085,7968790
Benin;Africa;1977;49,19000;3168267;1029,1612510
Benin;Africa;1982;50,90400;3641603;1277,8976160
Benin;Africa;1987;52,33700;4243788;1225,8560100
Benin;Africa;1992;53,91900;4981671;1191,2076810
Benin;Africa;1997;54,77700;6066080;1232,9752920
Benin;Africa;2002;54,40600;7026113;1372,8779310
Benin;Africa;2007;56,72800;8078314;1441,2848730
Bolivia;Americas;1952;40,41400;2883315;2677,3263470
Bolivia;Americas;1957;41,89000;3211738;2127,6863260
Bolivia;Americas;1962;43,42800;3593918;2180,9725460
Bolivia;Americas;1967;45,03200;4040665;2586,8860530
Bolivia;Americas;1972;46,71400;4565872;2980,3313390
Bolivia;Americas;1977;50,02300;5079716;3548,0978320
Bolivia;Americas;1982;53,85900;5642224;3156,5104520
Bolivia;Americas;1987;57,25100;6156369;2753,6914900
Bolivia;Americas;1992;59,95700;6893451;2961,6996940
Bolivia;Americas;1997;62,05000;7693188;3326,1431910
Bolivia;Americas;2002;63,88300;8445134;3413,2626900
Bolivia;Americas;2007;65,55400;9119152;3822,1370840
Bosnia and Herzegovina;Europe;1952;53,82000;2791000;973,5331948
Bosnia and Herzegovina;Europe;1957;58,45000;3076000;1353,9891760
Bosnia and Herzegovina;Europe;1962;61,93000;3349000;1709,6836790
Bosnia and Herzegovina;Europe;1967;64,79000;3585000;2172,3524230
Bosnia and Herzegovina;Europe;1972;67,45000;3819000;2860,1697500
Bosnia and Herzegovina;Europe;1977;69,86000;4086000;3528,4813050
Bosnia and Herzegovina;Europe;1982;70,69000;4172693;4126,6131570
Bosnia and Herzegovina;Europe;1987;71,14000;4338977;4314,1147570
Bosnia and Herzegovina;Europe;1992;72,17800;4256013;2546,7814450
Bosnia and Herzegovina;Europe;1997;73,24400;3607000;4766,3559040
Bosnia and Herzegovina;Europe;2002;74,09000;4165416;6018,9752390
Bosnia and Herzegovina;Europe;2007;74,85200;4552198;7446,2988030
Botswana;Africa;1952;47,62200;442308;851,2411407
Botswana;Africa;1957;49,61800;474639;918,2325349
Botswana;Africa;1962;51,52000;512764;983,6539764
Botswana;Africa;1967;53,29800;553541;1214,7092940
Botswana;Africa;1972;56,02400;619351;2263,6111140
Botswana;Africa;1977;59,31900;781472;3214,8578180
Botswana;Africa;1982;61,48400;970347;4551,1421500
Botswana;Africa;1987;63,62200;1151184;6205,8838500
Botswana;Africa;1992;62,74500;1342614;7954,1116450
Botswana;Africa;1997;52,55600;1536536;8647,1423130
Botswana;Africa;2002;46,63400;1630347;11003,6050800
Botswana;Africa;2007;50,72800;1639131;12569,8517700
Brazil;Americas;1952;50,91700;56602560;2108,9443550
Brazil;Americas;1957;53,28500;65551171;2487,3659890
Brazil;Americas;1962;55,66500;76039390;3336,5858020
Brazil;Americas;1967;57,63200;88049823;3429,8643570
Brazil;Americas;1972;59,50400;100840058;4985,7114670
Brazil;Americas;1977;61,48900;114313951;6660,1186540
Brazil;Americas;1982;63,33600;128962939;7030,8358780
Brazil;Americas;1987;65,20500;142938076;7807,0958180
Brazil;Americas;1992;67,05700;155975974;6950,2830210
Brazil;Americas;1997;69,38800;168546719;7957,9808240
Brazil;Americas;2002;71,00600;179914212;8131,2128430
Brazil;Americas;2007;72,39000;190010647;9065,8008250
Bulgaria;Europe;1952;59,60000;7274900;2444,2866480
Bulgaria;Europe;1957;66,61000;7651254;3008,6707270
Bulgaria;Europe;1962;69,51000;8012946;4254,3378390
Bulgaria;Europe;1967;70,42000;8310226;5577,0028000
Bulgaria;Europe;1972;70,90000;8576200;6597,4943980
Bulgaria;Europe;1977;70,81000;8797022;7612,2404380
Bulgaria;Europe;1982;71,08000;8892098;8224,1916470
Bulgaria;Europe;1987;71,34000;8971958;8239,8548240
Bulgaria;Europe;1992;71,19000;8658506;6302,6234380
Bulgaria;Europe;1997;70,32000;8066057;5970,3887600
Bulgaria;Europe;2002;72,14000;7661799;7696,7777250
Bulgaria;Europe;2007;73,00500;7322858;10680,7928200
Burkina Faso;Africa;1952;31,97500;4469979;543,2552413
Burkina Faso;Africa;1957;34,90600;4713416;617,1834648
Burkina Faso;Africa;1962;37,81400;4919632;722,5120206
Burkina Faso;Africa;1967;40,69700;5127935;794,8265597
Burkina Faso;Africa;1972;43,59100;5433886;854,7359763
Burkina Faso;Africa;1977;46,13700;5889574;743,3870368
Burkina Faso;Africa;1982;48,12200;6634596;807,1985855
Burkina Faso;Africa;1987;49,55700;7586551;912,0631417
Burkina Faso;Africa;1992;50,26000;8878303;931,7527731
Burkina Faso;Africa;1997;50,32400;10352843;946,2949618
Burkina Faso;Africa;2002;50,65000;12251209;1037,6452210
Burkina Faso;Africa;2007;52,29500;14326203;1217,0329940
Burundi;Africa;1952;39,03100;2445618;339,2964587
Burundi;Africa;1957;40,53300;2667518;379,5646281
Burundi;Africa;1962;42,04500;2961915;355,2032273
Burundi;Africa;1967;43,54800;3330989;412,9775136
Burundi;Africa;1972;44,05700;3529983;464,0995039
Burundi;Africa;1977;45,91000;3834415;556,1032651
Burundi;Africa;1982;47,47100;4580410;559,6032310
Burundi;Africa;1987;48,21100;5126023;621,8188189
Burundi;Africa;1992;44,73600;5809236;631,6998778
Burundi;Africa;1997;45,32600;6121610;463,1151478
Burundi;Africa;2002;47,36000;7021078;446,4035126
Burundi;Africa;2007;49,58000;8390505;430,0706916
Cambodia;Asia;1952;39,41700;4693836;368,4692856
Cambodia;Asia;1957;41,36600;5322536;434,0383364
Cambodia;Asia;1962;43,41500;6083619;496,9136476
Cambodia;Asia;1967;45,41500;6960067;523,4323142
Cambodia;Asia;1972;40,31700;7450606;421,6240257
Cambodia;Asia;1977;31,22000;6978607;524,9721832
Cambodia;Asia;1982;50,95700;7272485;624,4754784
Cambodia;Asia;1987;53,91400;8371791;683,8955732
Cambodia;Asia;1992;55,80300;10150094;682,3031755
Cambodia;Asia;1997;56,53400;11782962;734,2851700
Cambodia;Asia;2002;56,75200;12926707;896,2260153
Cambodia;Asia;2007;59,72300;14131858;1713,7786860
Cameroon;Africa;1952;38,52300;5009067;1172,6676550
Cameroon;Africa;1957;40,42800;5359923;1313,0480990
Cameroon;Africa;1962;42,64300;5793633;1399,6074410
Cameroon;Africa;1967;44,79900;6335506;1508,4531480
Cameroon;Africa;1972;47,04900;7021028;1684,1465280
Cameroon;Africa;1977;49,35500;7959865;1783,4328730
Cameroon;Africa;1982;52,96100;9250831;2367,9832820
Cameroon;Africa;1987;54,98500;10780667;2602,6642060
Cameroon;Africa;1992;54,31400;12467171;1793,1632780
Cameroon;Africa;1997;52,19900;14195809;1694,3374690
Cameroon;Africa;2002;49,85600;15929988;1934,0114490
Cameroon;Africa;2007;50,43000;17696293;2042,0952400
Canada;Americas;1952;68,75000;14785584;11367,1611200
Canada;Americas;1957;69,96000;17010154;12489,9500600
Canada;Americas;1962;71,30000;18985849;13462,4855500
Canada;Americas;1967;72,13000;20819767;16076,5880300
Canada;Americas;1972;72,88000;22284500;18970,5708600
Canada;Americas;1977;74,21000;23796400;22090,8830600
Canada;Americas;1982;75,76000;25201900;22898,7921400
Canada;Americas;1987;76,86000;26549700;26626,5150300
Canada;Americas;1992;77,95000;28523502;26342,8842600
Canada;Americas;1997;78,61000;30305843;28954,9258900
Canada;Americas;2002;79,77000;31902268;33328,9650700
Canada;Americas;2007;80,65300;33390141;36319,2350100
Central African Republic;Africa;1952;35,46300;1291695;1071,3107130
Central African Republic;Africa;1957;37,46400;1392284;1190,8443280
Central African Republic;Africa;1962;39,47500;1523478;1193,0687530
Central African Republic;Africa;1967;41,47800;1733638;1136,0566150
Central African Republic;Africa;1972;43,45700;1927260;1070,0132750
Central African Republic;Africa;1977;46,77500;2167533;1109,3743380
Central African Republic;Africa;1982;48,29500;2476971;956,7529907
Central African Republic;Africa;1987;50,48500;2840009;844,8763504
Central African Republic;Africa;1992;49,39600;3265124;747,9055252
Central African Republic;Africa;1997;46,06600;3696513;740,5063317
Central African Republic;Africa;2002;43,30800;4048013;738,6906068
Central African Republic;Africa;2007;44,74100;4369038;706,0165370
Chad;Africa;1952;38,09200;2682462;1178,6659270
Chad;Africa;1957;39,88100;2894855;1308,4955770
Chad;Africa;1962;41,71600;3150417;1389,8176180
Chad;Africa;1967;43,60100;3495967;1196,8105650
Chad;Africa;1972;45,56900;3899068;1104,1039870
Chad;Africa;1977;47,38300;4388260;1133,9849500
Chad;Africa;1982;49,51700;4875118;797,9081006
Chad;Africa;1987;51,05100;5498955;952,3861290
Chad;Africa;1992;51,72400;6429417;1058,0643000
Chad;Africa;1997;51,57300;7562011;1004,9613530
Chad;Africa;2002;50,52500;8835739;1156,1818600
Chad;Africa;2007;50,65100;10238807;1704,0637240
Chile;Americas;1952;54,74500;6377619;3939,9787890
Chile;Americas;1957;56,07400;7048426;4315,6227230
Chile;Americas;1962;57,92400;7961258;4519,0943310
Chile;Americas;1967;60,52300;8858908;5106,6543130
Chile;Americas;1972;63,44100;9717524;5494,0244370
Chile;Americas;1977;67,05200;10599793;4756,7638360
Chile;Americas;1982;70,56500;11487112;5095,6657380
Chile;Americas;1987;72,49200;12463354;5547,0637540
Chile;Americas;1992;74,12600;13572994;7596,1259640
Chile;Americas;1997;75,81600;14599929;10118,0531800
Chile;Americas;2002;77,86000;15497046;10778,7838500
Chile;Americas;2007;78,55300;16284741;13171,6388500
China;Asia;1952;44,00000;556263527;400,4486110
China;Asia;1957;50,54896;637408000;575,9870009
China;Asia;1962;44,50136;665770000;487,6740183
China;Asia;1967;58,38112;754550000;612,7056934
China;Asia;1972;63,11888;862030000;676,9000921
China;Asia;1977;63,96736;943455000;741,2374699
China;Asia;1982;65,52500;1000281000;962,4213805
China;Asia;1987;67,27400;1084035000;1378,9040180
China;Asia;1992;68,69000;1164970000;1655,7841580
China;Asia;1997;70,42600;1230075000;2289,2341360
China;Asia;2002;72,02800;1280400000;3119,2808960
China;Asia;2007;72,96100;1318683096;4959,1148540
Colombia;Americas;1952;50,64300;12350771;2144,1150960
Colombia;Americas;1957;55,11800;14485993;2323,8055810
Colombia;Americas;1962;57,86300;17009885;2492,3511090
Colombia;Americas;1967;59,96300;19764027;2678,7298390
Colombia;Americas;1972;61,62300;22542890;3264,6600410
Colombia;Americas;1977;63,83700;25094412;3815,8078700
Colombia;Americas;1982;66,65300;27764644;4397,5756590
Colombia;Americas;1987;67,76800;30964245;4903,2191000
Colombia;Americas;1992;68,42100;34202721;5444,6486170
Colombia;Americas;1997;70,31300;37657830;6117,3617460
Colombia;Americas;2002;71,68200;41008227;5755,2599620
Colombia;Americas;2007;72,88900;44227550;7006,5804190
Comoros;Africa;1952;40,71500;153936;1102,9909360
Comoros;Africa;1957;42,46000;170928;1211,1485480
Comoros;Africa;1962;44,46700;191689;1406,6482780
Comoros;Africa;1967;46,47200;217378;1876,0296430
Comoros;Africa;1972;48,94400;250027;1937,5776750
Comoros;Africa;1977;50,93900;304739;1172,6030470
Comoros;Africa;1982;52,93300;348643;1267,1000830
Comoros;Africa;1987;54,92600;395114;1315,9808120
Comoros;Africa;1992;57,93900;454429;1246,9073700
Comoros;Africa;1997;60,66000;527982;1173,6182350
Comoros;Africa;2002;62,97400;614382;1075,8115580
Comoros;Africa;2007;65,15200;710960;986,1478792
Congo, Dem. Rep.;Africa;1952;39,14300;14100005;780,5423257
Congo, Dem. Rep.;Africa;1957;40,65200;15577932;905,8602303
Congo, Dem. Rep.;Africa;1962;42,12200;17486434;896,3146335
Congo, Dem. Rep.;Africa;1967;44,05600;19941073;861,5932424
Congo, Dem. Rep.;Africa;1972;45,98900;23007669;904,8960685
Congo, Dem. Rep.;Africa;1977;47,80400;26480870;795,7572820
Congo, Dem. Rep.;Africa;1982;47,78400;30646495;673,7478181
Congo, Dem. Rep.;Africa;1987;47,41200;35481645;672,7748120
Congo, Dem. Rep.;Africa;1992;45,54800;41672143;457,7191807
Congo, Dem. Rep.;Africa;1997;42,58700;47798986;312,1884230
Congo, Dem. Rep.;Africa;2002;44,96600;55379852;241,1658765
Congo, Dem. Rep.;Africa;2007;46,46200;64606759;277,5518587
Congo, Rep.;Africa;1952;42,11100;854885;2125,6214180
Congo, Rep.;Africa;1957;45,05300;940458;2315,0565720
Congo, Rep.;Africa;1962;48,43500;1047924;2464,7831570
Congo, Rep.;Africa;1967;52,04000;1179760;2677,9396420
Congo, Rep.;Africa;1972;54,90700;1340458;3213,1526830
Congo, Rep.;Africa;1977;55,62500;1536769;3259,1789780
Congo, Rep.;Africa;1982;56,69500;1774735;4879,5075220
Congo, Rep.;Africa;1987;57,47000;2064095;4201,1949370
Congo, Rep.;Africa;1992;56,43300;2409073;4016,2395290
Congo, Rep.;Africa;1997;52,96200;2800947;3484,1643760
Congo, Rep.;Africa;2002;52,97000;3328795;3484,0619700
Congo, Rep.;Africa;2007;55,32200;3800610;3632,5577980
Costa Rica;Americas;1952;57,20600;926317;2627,0094710
Costa Rica;Americas;1957;60,02600;1112300;2990,0108020
Costa Rica;Americas;1962;62,84200;1345187;3460,9370250
Costa Rica;Americas;1967;65,42400;1588717;4161,7278340
Costa Rica;Americas;1972;67,84900;1834796;5118,1469390
Costa Rica;Americas;1977;70,75000;2108457;5926,8769670
Costa Rica;Americas;1982;73,45000;2424367;5262,7347510
Costa Rica;Americas;1987;74,75200;2799811;5629,9153180
Costa Rica;Americas;1992;75,71300;3173216;6160,4163170
Costa Rica;Americas;1997;77,26000;3518107;6677,0453140
Costa Rica;Americas;2002;78,12300;3834934;7723,4471950
Costa Rica;Americas;2007;78,78200;4133884;9645,0614200
Cote d'Ivoire;Africa;1952;40,47700;2977019;1388,5947320
Cote d'Ivoire;Africa;1957;42,46900;3300000;1500,8959250
Cote d'Ivoire;Africa;1962;44,93000;3832408;1728,8694280
Cote d'Ivoire;Africa;1967;47,35000;4744870;2052,0504730
Cote d'Ivoire;Africa;1972;49,80100;6071696;2378,2011110
Cote d'Ivoire;Africa;1977;52,37400;7459574;2517,7365470
Cote d'Ivoire;Africa;1982;53,98300;9025951;2602,7101690
Cote d'Ivoire;Africa;1987;54,65500;10761098;2156,9560690
Cote d'Ivoire;Africa;1992;52,04400;12772596;1648,0737910
Cote d'Ivoire;Africa;1997;47,99100;14625967;1786,2654070
Cote d'Ivoire;Africa;2002;46,83200;16252726;1648,8008230
Cote d'Ivoire;Africa;2007;48,32800;18013409;1544,7501120
Croatia;Europe;1952;61,21000;3882229;3119,2365200
Croatia;Europe;1957;64,77000;3991242;4338,2316170
Croatia;Europe;1962;67,13000;4076557;5477,8900180
Croatia;Europe;1967;68,50000;4174366;6960,2978610
Croatia;Europe;1972;69,61000;4225310;9164,0901270
Croatia;Europe;1977;70,64000;4318673;11305,3851700
Croatia;Europe;1982;70,46000;4413368;13221,8218400
Croatia;Europe;1987;71,52000;4484310;13822,5839400
Croatia;Europe;1992;72,52700;4494013;8447,7948730
Croatia;Europe;1997;73,68000;4444595;9875,6045150
Croatia;Europe;2002;74,87600;4481020;11628,3889500
Croatia;Europe;2007;75,74800;4493312;14619,2227200
Cuba;Americas;1952;59,42100;6007797;5586,5387800
Cuba;Americas;1957;62,32500;6640752;6092,1743590
Cuba;Americas;1962;65,24600;7254373;5180,7559100
Cuba;Americas;1967;68,29000;8139332;5690,2680150
Cuba;Americas;1972;70,72300;8831348;5305,4452560
Cuba;Americas;1977;72,64900;9537988;6380,4949660
Cuba;Americas;1982;73,71700;9789224;7316,9181070
Cuba;Americas;1987;74,17400;10239839;7532,9247630
Cuba;Americas;1992;74,41400;10723260;5592,8439630
Cuba;Americas;1997;76,15100;10983007;5431,9904150
Cuba;Americas;2002;77,15800;11226999;6340,6466830
Cuba;Americas;2007;78,27300;11416987;8948,1029230
Czech Republic;Europe;1952;66,87000;9125183;6876,1402500
Czech Republic;Europe;1957;69,03000;9513758;8256,3439180
Czech Republic;Europe;1962;69,90000;9620282;10136,8671300
Czech Republic;Europe;1967;70,38000;9835109;11399,4448900
Czech Republic;Europe;1972;70,29000;9862158;13108,4536000
Czech Republic;Europe;1977;70,71000;10161915;14800,1606200
Czech Republic;Europe;1982;70,96000;10303704;15377,2285500
Czech Republic;Europe;1987;71,58000;10311597;16310,4434000
Czech Republic;Europe;1992;72,40000;10315702;14297,0212200
Czech Republic;Europe;1997;74,01000;10300707;16048,5142400
Czech Republic;Europe;2002;75,51000;10256295;17596,2102200
Czech Republic;Europe;2007;76,48600;10228744;22833,3085100
Denmark;Europe;1952;70,78000;4334000;9692,3852450
Denmark;Europe;1957;71,81000;4487831;11099,6593500
Denmark;Europe;1962;72,35000;4646899;13583,3135100
Denmark;Europe;1967;72,96000;4838800;15937,2112300
Denmark;Europe;1972;73,47000;4991596;18866,2072100
Denmark;Europe;1977;74,69000;5088419;20422,9015000
Denmark;Europe;1982;74,63000;5117810;21688,0404800
Denmark;Europe;1987;74,80000;5127024;25116,1758100
Denmark;Europe;1992;75,33000;5171393;26406,7398500
Denmark;Europe;1997;76,11000;5283663;29804,3456700
